,Unnamed: 0,ticker,one_yr_return,expense_ratio,aum,dividend_yield,fundname,esg_rating,quality_score,score_peer_rank,score_global_rank,carbon_intensity,sustainable_impact_exposure,sri_screening_criteria_exposure,analyst_pick,grade,efficiency,tradability,fit,segment,one_mo_p_percent,three_mo_p_percent,ytd_p_percent,one_yr_p_percent,three_yr_p_percent,five_yr_p_percent,ten_yr_p_percent,one_mo,three_mo,ytd,one_yr,three_yr,as_of_date,investment_strategy,asset_class,asset_region,subsegment
2361,2361,TFPN,,,24780000.0,,Blueprint Chesapeake Multi-Asset Trend ETF,,,,,,,,True,,,,,Asset Allocation: Global - Target Outcome,,,,,,,,24990000.0,24990000.0,24990000.0,24990000.0,24990000.0,2023-07-25,standard,asset_allocation,global,other
2362,2362,GREI,-0.44,0.75,24780000.0,3.0,Goldman Sachs Future Real Estate and Infrastructure Equity ETF,AA,7.22,79.69,97.67,544.66,,10.18,True,,70.0,,,Equity: Global Real Estate,6.13,2.3,6.98,-0.44,,,,,,,3440000.0,23910000.0,2023-07-25,standard,equity,global,not_specified
2363,2363,CLIX,0.16,0.65,24740000.0,0.2,ProShares Long Online/Short Stores ETF,BBB,5.03,24.66,0.93,20.56,,21.87,True,,,58.0,,Equity: Global Broadline Retail,7.74,23.66,25.18,0.16,-21.65,-6.08,,,3170000.0,8160000.0,4460000.0,-157310000.0,2023-07-25,standard,equity,global,not_specified
2364,2364,JCTR,17.87,0.15,24660000.0,1.41,JPMorgan Carbon Transition U.S. Equity ETF,A,6.79,62.85,64.91,66.66,,5.8,True,,,58.0,,Equity: U.S. Low Carbon,5.26,13.06,20.16,17.87,,,,-1470000.0,10000.0,10000.0,160000.0,-540000.0,2023-07-25,standard,equity,us,not_specified
2365,2365,XNAV,,1.41,24620000.0,,FundX Aggressive ETF,,,,,,,,True,,56.0,,,Equity: Global  -  Total Market,4.79,10.69,11.04,,,,,,-1530000.0,-4560000.0,-4580000.0,-4580000.0,2023-07-25,standard,equity,global,total_market
2366,2366,CNBS,-49.21,0.75,24400000.0,1.8,Amplify Seymour Cannabis ETF,,,,,,,,True,F,73.0,19.0,,Equity: Global Cannabis,0.53,-1.97,-26.96,-49.21,-31.24,,,-560000.0,200000.0,680000.0,1360000.0,155570000.0,2023-07-25,standard,equity,global,not_specified
2367,2367,APLY,,0.99,24370000.0,,YieldMax AAPL Option Income Strategy ETF,,,,,,,,True,,,,,Equity: U.S. - Technology Hardware Storage & Peripheral,3.16,16.42,,,,,,13800000.0,21670000.0,23680000.0,23680000.0,23680000.0,2023-07-25,standard,equity,us,industry_and_tech
2368,2368,ARP,,1.38,24310000.0,,PMV Adaptive Risk Parity ETF,,,,,,,,True,,54.0,,67.0,Alternatives: Hedge Fund Strategies,3.05,4.13,4.38,,,,,-260000.0,-1510000.0,-4580000.0,23410000.0,23410000.0,2023-07-25,standard,alternatives,global,not_specified
2369,2369,YSEP,14.52,0.9,24280000.0,,FT Cboe Vest International Equity Buffer ETF - September,,,,,,,,True,,66.0,,,Equity: Developed Markets Ex-North America  -  Total Market,3.41,3.77,12.8,14.52,,,,,-7910000.0,-9790000.0,12070000.0,18080000.0,2023-07-25,standard,equity,dev_markets,total_market
2370,2370,DVLU,11.08,0.6,24240000.0,2.03,First Trust Dorsey Wright Momentum & Value ETF,A,6.29,46.05,80.07,342.65,,16.38,True,C,79.0,56.0,47.0,Equity: U.S.  -  Total Market,7.68,10.73,10.93,11.08,21.19,,,2380000.0,1260000.0,1170000.0,-60000.0,3940000.0,2023-07-25,standard,equity,us,total_market
2371,2371,BITX,,1.85,24230000.0,,Volatility Shares 2x Bitcoin Strategy ETF,,,,,,,,True,,,,,"Leveraged Currency: Long Bitcoin, Short USD",,,,,,,,25870000.0,25870000.0,25870000.0,25870000.0,25870000.0,2023-07-25,leveraged,currency,america_wo_us,not_specified
2372,2372,XDQQ,12.13,0.79,24230000.0,,Innovator Growth Accelerated ETF - Quarterly,,,,,,,,True,,69.0,,,Leveraged Equity: U.S.  -  Large Cap,2.43,15.41,26.1,12.13,,,,8770000.0,11850000.0,3540000.0,6460000.0,25400000.0,2023-07-25,leveraged,equity,us,large_cap
2373,2373,NULC,14.32,0.21,24220000.0,1.75,Nuveen ESG Large-Cap ETF,AA,7.97,96.8,99.49,41.12,,,True,C,87.0,58.0,86.0,Equity: U.S.  -  Large Cap,5.4,11.62,15.94,14.32,11.73,,,,-1690000.0,-1780000.0,-3390000.0,6170000.0,2023-07-25,standard,equity,us,large_cap
2374,2374,XWEB,1.92,0.35,24190000.0,0.05,SPDR S&P Internet ETF,BBB,4.75,20.39,17.47,9.53,,,True,C,86.0,57.0,,Equity: U.S. Internet,6.93,22.23,29.33,1.92,-8.65,-2.29,,,130000.0,-1930000.0,-3590000.0,2740000.0,2023-07-25,standard,equity,us,not_specified
2375,2375,SIMS,9.68,0.45,24120000.0,1.07,SPDR S&P Kensho Intelligent Structures ETF,A,7.01,71.89,31.35,144.69,,5.33,True,C,83.0,56.0,,Equity: U.S. Infrastructure,8.89,16.17,14.73,9.68,6.8,5.59,,,-3380000.0,-3360000.0,-9530000.0,24490000.0,2023-07-25,standard,equity,us,not_specified
2376,2376,FLSA,0.77,0.39,23990000.0,3.05,Franklin FTSE Saudi Arabia ETF,BB,3.8,5.32,0.37,,,,True,C,81.0,37.0,,Equity: Saudi Arabia  - Total Market,4.98,6.44,13.86,0.77,19.95,,,,,16610000.0,18490000.0,18490000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
2377,2377,JHCB,-0.22,0.29,23980000.0,,John Hancock Corporate Bond ETF,A,6.11,41.86,15.96,305.07,,6.42,True,C,81.0,50.0,,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",0.49,-0.71,3.64,-0.22,,,,,,6320000.0,6320000.0,7520000.0,2023-07-25,standard,fixed_income,us,corporate
2378,2378,SEIV,13.79,0.15,23980000.0,2.71,SEI Enhanced U.S. Large Cap Value Factor ETF,,,,,,,,True,C,86.0,56.0,63.0,Equity: U.S.  -  Large Cap Value,5.66,13.5,14.54,13.79,,,,-1310000.0,530000.0,2370000.0,4580000.0,21860000.0,2023-07-25,standard,equity,us,large_cap
2379,2379,BLDG,-3.79,0.59,23970000.0,6.36,Cambria Global Real Estate ETF,BB,3.92,5.82,0.26,71.17,,,True,D,74.0,37.0,,Equity: Global Real Estate,8.52,6.74,-0.04,-3.79,,,,,-2510000.0,1360000.0,7660000.0,18720000.0,2023-07-25,standard,equity,global,not_specified
2380,2380,IVES,14.39,0.68,23950000.0,0.72,Wedbush ETFMG Global Cloud Technology ETF,A,6.63,56.32,54.04,69.37,,0.51,True,D,75.0,23.0,,Equity: Global Internet Services & Infrastructure,6.9,22.7,25.82,14.39,-2.56,1.24,,,-1600000.0,-4620000.0,-8150000.0,-17710000.0,2023-07-25,standard,equity,global,not_specified
2381,2381,BCIM,3.04,0.4,23910000.0,,abrdn Bloomberg Industrial Metals Strategy K-1 Free ETF,,,,,,,,True,D,70.0,50.0,,Commodities: Industrial Metals,3.7,-1.26,-8.23,3.04,,,,,10000.0,-3960000.0,-3420000.0,29570000.0,2023-07-25,standard,commodities,global,not_specified
2382,2382,MMSB,,0.4,23910000.0,,IQ MacKay Multi-Sector Income ETF,,,,,,,,True,,79.0,,,"Fixed Income: Global - Broad Market, Broad-based",0.43,-0.81,3.15,,,,,,,,,,2023-07-25,standard,fixed_income,global,broad_based
2383,2383,SDEI,-2.48,0.45,23890000.0,4.23,Sound Equity Income ETF,A,6.74,60.98,45.14,159.45,,4.95,True,,81.0,,,Equity: U.S.  -  High Dividend Yield,-2.0,-0.68,-0.68,-2.48,,,,,,2000000.0,4530000.0,22770000.0,,standard,equity,us,high_dividend_yield
2384,2384,MAXI,,0.97,23880000.0,,Simplify Bitcoin Strategy PLUS Income ETF,,,,,,,,True,D,67.0,50.0,,"Currency: Long Bitcoin, Short USD",-6.3,6.96,64.9,,,,,180000.0,510000.0,12520000.0,17640000.0,17640000.0,2023-07-25,standard,currency,america_wo_us,not_specified
2385,2385,WTRE,-6.03,0.58,23840000.0,3.2,WisdomTree New Economy Real Estate Fund,A,6.71,59.8,92.76,99.44,,,True,,,46.0,,Equity: Global Real Estate,9.05,5.07,8.14,-6.03,-6.3,-6.96,-0.07,-870000.0,-2520000.0,-7110000.0,-13110000.0,-17980000.0,2023-07-25,standard,equity,global,not_specified
2386,2386,PSCF,-6.73,0.29,23720000.0,4.42,Invesco S&P SmallCap Financials ETF,BB,4.06,6.56,10.22,23.48,,,True,,,54.0,,Equity: U.S. Financials,14.43,13.86,-2.43,-6.73,8.82,-0.95,5.26,,-1240000.0,-4100000.0,-12500000.0,-8260000.0,2023-07-25,standard,equity,us,not_specified
2387,2387,SPMV,8.0,0.1,23720000.0,1.99,Invesco S&P 500 Minimum Variance ETF,A,6.9,67.13,74.84,230.55,,11.28,True,,,53.0,68.0,Equity: U.S.  -  Large Cap,3.22,4.52,7.87,8.0,10.19,9.25,,380000.0,380000.0,-1430000.0,1560000.0,15150000.0,2023-07-25,standard,equity,us,large_cap
2388,2388,RFFC,10.69,0.48,23710000.0,2.01,ALPS Active Equity Opportunity ETF,A,6.39,48.62,15.55,105.19,,5.71,True,C,79.0,58.0,81.0,Equity: Global  -  Total Market,5.55,11.42,13.72,10.69,12.38,6.45,,1130000.0,50000.0,-5150000.0,-12400000.0,-69530000.0,2023-07-25,standard,equity,global,total_market
2389,2389,CVSE,,0.29,23700000.0,1.65,Calvert US Select Equity ETF,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,4.69,11.71,,,,,,,0.0,1500000.0,1500000.0,1500000.0,2023-07-25,standard,equity,us,large_cap
2390,2390,EMFM,6.05,0.55,23640000.0,3.78,Global X MSCI Next Emerging & Frontier ETF,BBB,5.29,27.88,,532.56,,4.73,True,D,76.0,27.0,26.0,Equity: Emerging Markets  -  Total Market,5.33,3.64,5.98,6.05,7.71,0.01,,-10000.0,0.0,720000.0,3730000.0,7220000.0,2023-07-25,standard,equity,emerg_markets,total_market
2391,2391,CANE,56.59,1.14,23630000.0,,Teucrium Sugar Fund,,,,,,,,True,D,63.0,86.0,,Commodities: Agriculture Sugar,0.81,0.29,43.44,56.59,34.24,13.87,-0.42,-2210000.0,-15330000.0,-11380000.0,-18440000.0,-2930000.0,2023-07-25,standard,commodities,global,not_specified
2392,2392,WGMI,47.98,0.75,23590000.0,0.04,Valkyrie Bitcoin Miners ETF,,,,,,,,True,,69.0,,,Equity: Global Digital Economy,21.65,62.62,253.24,47.98,,,,8720000.0,9280000.0,14750000.0,14420000.0,22810000.0,2023-07-25,standard,equity,global,not_specified
2393,2393,OPPX,7.73,0.78,23560000.0,,Corbett Road Tactical Opportunity ETF,A,6.41,49.16,51.83,160.7,,11.1,True,,69.0,,,Asset Allocation: U.S. Target Outcome,1.87,5.13,9.12,7.73,,,,4120000.0,3540000.0,6310000.0,4090000.0,22700000.0,2023-07-25,standard,asset_allocation,us,not_specified
2394,2394,FIGB,-1.57,0.25,23520000.0,,Fidelity Investment Grade Bond ETF,A,5.79,35.46,16.25,215.17,,1.69,True,,81.0,,,"Fixed Income: Global - Broad Market, Broad-based Investment Grade",-0.25,-1.48,2.82,-1.57,,,,4280000.0,8590000.0,12930000.0,17210000.0,14820000.0,2023-07-25,standard,fixed_income,global,broad_based
2395,2395,CVMC,,0.15,23520000.0,1.35,Calvert US Mid-Cap Core Responsible Index ETF,,,,,,,,True,,,,,Equity: U.S.  -  Mid Cap,6.74,10.34,,,,,,,-20000.0,2480000.0,2480000.0,2480000.0,2023-07-25,standard,equity,us,mid_cap
2396,2396,SEIM,10.42,0.15,23440000.0,1.03,SEI Enhanced U.S. Large Cap Momentum Factor ETF,,,,,,,,True,B,89.0,56.0,75.0,Equity: U.S.  -  Large Cap,4.25,7.5,11.56,10.42,,,,-670000.0,620000.0,1250000.0,2400000.0,21490000.0,2023-07-25,standard,equity,us,large_cap
2397,2397,STXK,,0.18,23430000.0,1.66,Strive Small-Cap ETF,,,,,,,,True,,,62.0,,Equity: U.S.  -  Small Cap,8.38,12.2,13.3,,,,,4020000.0,12950000.0,19370000.0,21800000.0,21800000.0,2023-07-25,standard,equity,us,small_cap
2398,2398,XVOL,6.99,0.83,23410000.0,1.52,Acruence Active Hedge U.S. Equity ETF,A,6.66,57.45,40.09,101.05,,2.43,True,,71.0,,68.0,Equity: U.S.  -  Large Cap,5.48,6.78,11.43,6.99,,,,5950000.0,9610000.0,9630000.0,7840000.0,35580000.0,2023-07-25,standard,equity,us,large_cap
2399,2399,EAOA,11.53,0.18,23380000.0,,iShares ESG Aware Aggressive Allocation ETF,AA,7.42,85.81,98.94,86.61,,5.66,True,,77.0,,,Asset Allocation: Global - Target Risk,4.16,7.67,13.97,11.53,7.46,,,,,1450000.0,1450000.0,18880000.0,2023-07-25,standard,asset_allocation,global,other
2400,2400,RESE,7.89,0.32,23260000.0,3.06,WisdomTree Emerging Markets ESG Fund,A,5.98,38.95,61.2,244.54,,2.07,True,C,85.0,34.0,88.0,Equity: Emerging Markets  -  Total Market,4.9,8.72,8.74,7.89,2.08,1.16,,,-2760000.0,-2760000.0,-2760000.0,-13340000.0,2023-07-25,standard,equity,emerg_markets,total_market
2401,2401,EMIF,8.91,0.6,23200000.0,2.6,iShares Emerging Markets Infrastructure ETF,BBB,5.04,24.78,9.92,,,13.95,True,F,52.0,29.0,,Equity: Emerging Markets Infrastructure,2.86,4.91,7.08,8.91,3.51,-3.14,-1.23,,,,1060000.0,8920000.0,2023-07-25,standard,equity,emerg_markets,not_specified
2402,2402,RUNN,,0.58,23090000.0,,Running Oak Efficient Growth ETF,,,,,,,,True,,,,,Equity: U.S.  -  Total Market,5.66,,,,,,,6620000.0,22190000.0,22190000.0,22190000.0,22190000.0,2023-07-25,standard,equity,us,total_market
2403,2403,TYO,25.03,1.07,23080000.0,,Direxion Daily 7-10 Year Treasury Bear 3x Shares,BBB,5.23,27.15,,1.6,,,True,,,,,"Inverse Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",3.66,13.84,0.75,25.03,20.4,-1.9,-5.84,-3220000.0,-5110000.0,-12630000.0,-38790000.0,-90000.0,2023-07-25,inverse,fixed_income,us,government
2404,2404,TEMP,18.08,0.49,23050000.0,1.56,JPMorgan Climate Change Solutions ETF,AA,7.83,94.31,93.25,151.11,,6.43,True,C,81.0,49.0,,Equity: Global Low Carbon,5.79,7.45,13.14,18.08,,,,,,,,2340000.0,2023-07-25,standard,equity,global,not_specified
2405,2405,WUGI,21.67,0.75,22980000.0,0.29,AXS Esoterica NextG Economy ETF,AA,,,,,,,True,D,71.0,48.0,,Equity: Global 5G,5.51,37.27,54.34,21.67,8.76,,,1230000.0,-610000.0,-610000.0,-2270000.0,16630000.0,2023-07-25,standard,equity,global,not_specified
2406,2406,UDIV,12.19,0.06,22980000.0,2.5,Franklin U.S. Core Dividend Tilt Index ETF,AAA,,,,,,,True,B,93.0,56.0,65.0,Equity: U.S.  -  Total Market,5.33,12.19,18.67,12.19,12.48,8.05,,-1710000.0,-3310000.0,-7870000.0,-14660000.0,-2690000.0,2023-07-25,standard,equity,us,total_market
2407,2407,YCS,12.65,0.95,22930000.0,,ProShares UltraShort Yen,,,,,,,,True,,,,,"Leveraged Currency: Long USD, Short JPY",-2.98,14.38,21.86,12.65,22.03,12.03,7.42,-3140000.0,-3180000.0,-3160000.0,-21240000.0,-13780000.0,2023-07-25,leveraged,currency,asia_pacific_wo_brics,not_specified
2408,2408,DTRE,-2.73,0.6,22860000.0,3.62,First Trust Alerian Disruptive Technology Real Estate ETF,A,,,,,,,True,,,35.0,,Equity: Global Real Estate,9.36,6.97,8.57,-2.73,5.67,1.18,3.25,-2030000.0,-4030000.0,-4030000.0,-4030000.0,-8760000.0,2023-07-25,standard,equity,global,not_specified
2409,2409,FKU,12.72,0.8,22740000.0,4.28,First Trust United Kingdom AlphaDEX Fund,AA,8.05,97.59,67.17,115.31,,4.75,True,F,55.0,28.0,66.0,Equity: U.K.  -  Total Market,7.6,4.04,12.91,12.72,9.29,0.96,2.67,,-1750000.0,-11770000.0,-44690000.0,24930000.0,2023-07-25,standard,equity,europe,total_market
2410,2410,RHCB,0.0,0.35,22680000.0,,BNY Mellon Responsible Horizons Corporate Bond ETF,A,7.07,73.99,95.39,94.18,,4.39,True,,81.0,,,"Fixed Income: Global - Corporate, Broad-based",0.38,-0.79,3.34,0.0,,,,,,,,0.0,2023-07-25,standard,fixed_income,global,corporate
2411,2411,ARMR,7.2,0.6,22660000.0,,Armor U.S. Equity Index ETF,A,6.47,50.86,20.83,61.75,,5.32,True,,76.0,,,Equity: U.S.  -  Total Market,5.8,12.66,14.71,7.2,10.1,,,-580000.0,-4830000.0,-14560000.0,-41490000.0,26550000.0,2023-07-25,standard,equity,us,total_market
2412,2412,ERY,-41.77,1.08,22560000.0,,Direxion Daily Energy Bear 2X Shares,A,,,,,,,True,,,,,Inverse Equity: U.S. Energy,-19.32,-5.46,-3.98,-41.77,-61.35,-38.56,-31.72,-1630000.0,-8160000.0,-16980000.0,-18800000.0,75490000.0,2023-07-25,inverse,equity,us,not_specified
2413,2413,GYLD,3.48,0.75,22530000.0,,Arrow Dow Jones Global Yield ETF,BBB,4.68,19.09,1.83,326.57,,,True,,37.0,,,Asset Allocation: Global - Target Outcome,7.19,4.59,3.63,3.48,9.22,0.38,-0.09,-950000.0,-1890000.0,-3810000.0,-7660000.0,-17970000.0,2023-07-25,standard,asset_allocation,global,other
2414,2414,ADFI,0.28,1.73,22450000.0,,Anfield Dynamic Fixed Income ETF,A,5.86,36.66,46.56,214.17,,3.51,True,,43.0,,,"Fixed Income: Global - Broad Market, Broad-based",0.28,-0.69,2.95,0.28,,,,1470000.0,4010000.0,7200000.0,6980000.0,24810000.0,2023-07-25,standard,fixed_income,global,broad_based
2415,2415,SMAY,,0.9,22280000.0,,FT Cboe Vest U.S. Small Cap Moderate Buffer ETF - May,,,,,,,,True,,,,,Equity: U.S.  -  Small Cap,3.88,,,,,,,3090000.0,21490000.0,21490000.0,21490000.0,21490000.0,2023-07-25,standard,equity,us,small_cap
2416,2416,FFTG,-2.17,0.95,22190000.0,,FormulaFolios Tactical Growth ETF,A,6.09,41.37,24.31,186.33,,2.49,True,,,,,Asset Allocation: Global - Target Outcome,0.06,0.36,2.24,-2.17,-2.47,0.92,,-620000.0,-1240000.0,-4300000.0,-8690000.0,-34590000.0,2023-07-25,standard,asset_allocation,global,other
2417,2417,IQM,31.76,0.5,22060000.0,0.39,Franklin Intelligent Machines ETF,AA,7.48,87.49,89.3,24.88,,0.46,True,C,78.0,53.0,,Equity: Global Robotics & AI,4.18,17.62,35.99,31.76,17.93,,,9700000.0,12000000.0,12000000.0,12000000.0,16620000.0,2023-07-25,standard,equity,global,not_specified
2418,2418,VRAI,3.44,0.55,21980000.0,6.35,Virtus Real Asset Income ETF,BBB,5.5,30.5,6.88,486.92,,3.33,True,,,45.0,,Equity: U.S.  -  Total Market,7.68,4.12,6.04,3.44,12.05,,,,-4780000.0,-16760000.0,-103030000.0,-107590000.0,2023-07-25,standard,equity,us,total_market
2419,2419,FGM,20.57,0.8,21930000.0,3.34,First Trust Germany AlphaDEX Fund,A,6.86,65.66,4.02,355.66,,15.1,True,F,58.0,19.0,69.0,Equity: Germany  -  Total Market,5.25,5.38,15.05,20.57,0.45,-1.48,3.46,,5950000.0,5950000.0,1110000.0,-53650000.0,2023-07-25,standard,equity,europe,total_market
2420,2420,EWGS,14.41,0.59,21900000.0,2.46,iShares MSCI Germany Small Cap ETF,A,6.85,65.25,3.93,97.92,,4.23,True,D,81.0,27.0,99.0,Equity: Germany  -  Small Cap,5.88,3.73,16.8,14.41,3.6,1.45,8.12,,,-3120000.0,-5300000.0,-5730000.0,2023-07-25,standard,equity,europe,small_cap
2421,2421,TMFE,22.8,0.5,21890000.0,0.94,"RBB Fund, Inc. - Motley Fool Capital Efficiency 100 Index ETF",A,6.67,57.85,41.83,26.32,,5.65,True,,,56.0,75.0,Equity: U.S.  -  Total Market,4.7,16.22,29.94,22.8,,,,,-880000.0,-2080000.0,-2810000.0,19180000.0,2023-07-25,standard,equity,us,total_market
2422,2422,DXGE,26.03,0.48,21830000.0,4.18,WisdomTree Germany Hedged Equity Fund,A,7.13,76.24,7.76,199.24,,14.91,True,,,26.0,54.0,Equity: Germany  -  Total Market,3.23,2.87,21.06,26.03,12.54,7.37,,,1860000.0,-3550000.0,-5020000.0,-13030000.0,2023-07-25,standard,equity,europe,total_market
2423,2423,DWSH,-16.89,2.77,21810000.0,,AdvisorShares Dorsey Wright Short ETF,,,,,,,,True,,,,,Inverse Equity: U.S.  -  Large Cap,-12.66,-15.05,-18.98,-16.89,-24.68,-20.38,,2140000.0,-3550000.0,-10130000.0,-18950000.0,-41020000.0,2023-07-25,inverse,equity,us,large_cap
2424,2424,ERSX,3.22,0.75,21780000.0,1.24,ERShares NextGen Entrepreneurs ETF,BBB,5.56,31.44,6.9,98.93,,4.15,True,D,74.0,50.0,,Equity: Global Ex-U.S. Broad Thematic,6.23,5.56,9.34,3.22,-2.49,,,,,-380000.0,-380000.0,3230000.0,2023-07-25,standard,equity,global,broad_based
2425,2425,MTGP,-4.08,0.45,21700000.0,,WisdomTree Mortgage Plus Bond Fund,,,,,,,,True,C,79.0,46.0,,"Fixed Income: U.S. - Government, Mortgage-backed",-0.57,-1.75,0.77,-4.08,-3.47,,,,,,-13470000.0,-3200000.0,2023-07-25,standard,fixed_income,us,government
2426,2426,CCSO,,0.35,21690000.0,1.06,Carbon Collective Climate Solutions US Equity ETF,,,,,,,,True,,81.0,,,Equity: U.S. Environment,10.29,17.66,19.8,,,,,550000.0,1450000.0,3320000.0,19510000.0,19510000.0,2023-07-25,standard,equity,us,not_specified
2427,2427,PEZ,12.77,0.6,21670000.0,0.95,Invesco DWA Consumer Cyclicals Momentum ETF,A,6.12,42.26,42.16,63.68,,6.82,True,C,79.0,51.0,,Equity: U.S. Consumer Discretionary,7.35,6.0,13.42,12.77,11.62,5.54,7.1,-680000.0,-1990000.0,-4740000.0,-7880000.0,-6310000.0,2023-07-25,standard,equity,us,not_specified
2428,2428,RSBT,,1.0,21650000.0,,Return Stacked Bonds & Managed Futures ETF,,,,,,,,True,,,,,Alternatives: Hedge Fund Strategies,-0.86,-1.37,,,,,,3240000.0,6950000.0,22820000.0,22820000.0,22820000.0,2023-07-25,standard,alternatives,global,not_specified
2429,2429,FNGG,47.24,0.98,21640000.0,,Direxion Daily NYSE FANG+ Bull 2X Shares,A,,,,,,,True,,,,,Leveraged Equity: U.S. Big Tech,3.84,80.09,160.09,47.24,,,,,3490000.0,830000.0,160000.0,24500000.0,2023-07-25,leveraged,equity,us,not_specified
2430,2430,CHIX,3.24,0.66,21590000.0,2.75,Global X MSCI China Financials ETF,BBB,5.56,31.45,25.39,3.87,,,True,D,72.0,37.0,,Equity: China Financials,3.46,-1.29,3.59,3.24,-2.44,-3.11,3.44,0.0,-1110000.0,-6480000.0,-13790000.0,7490000.0,2023-07-25,standard,equity,brics,not_specified
2431,2431,DECT,,0.74,21490000.0,,AllianzIM U.S. Large Cap Buffer10 Dec ETF,,,,,,,,True,,65.0,,,Equity: U.S.  -  Large Cap,4.28,10.0,15.82,,,,,-3390000.0,3480000.0,120000.0,13610000.0,13610000.0,2023-07-25,standard,equity,us,large_cap
2432,2432,CYA,-68.03,0.84,21470000.0,,Simplify Tail Risk Strategy ETF,,,,,,,,True,,69.0,,,Asset Allocation: U.S. Target Outcome,-16.16,-36.79,-53.82,-68.03,,,,6640000.0,14630000.0,12160000.0,-37500000.0,81560000.0,2023-07-25,standard,asset_allocation,us,not_specified
2433,2433,ULTR,4.33,0.25,21450000.0,,IQ Ultra Short Duration ETF,A,6.16,43.15,30.58,305.59,,6.28,True,,83.0,,,"Fixed Income: Global - Broad Market, Broad-based Investment Grade Ultra-Short Term",0.44,1.07,2.59,4.33,1.31,,,-2380000.0,-33280000.0,-35650000.0,-94940000.0,-143220000.0,2023-07-25,standard,fixed_income,global,broad_based
2434,2434,ASPY,0.72,0.99,21360000.0,2.56,ASYMmetric Smart S&P 500 ETF,A,6.95,69.37,90.65,74.08,,8.29,True,,,55.0,28.0,Equity: U.S.  -  Large Cap,4.36,2.24,1.54,0.72,,,,-2350000.0,-4930000.0,-4890000.0,-10500000.0,22920000.0,2023-07-25,standard,equity,us,large_cap
2435,2435,OILD,-62.36,0.95,21340000.0,,MicroSectors Oil & Gas Exploration & Production -3X Inverse Leveraged ETN,,,,,,,,True,,,,,"Inverse Equity: U.S. Oil, Gas & Consumable Fuels",-30.42,-16.85,-17.86,-62.36,,,,,,,217830000.0,227510000.0,2023-07-25,inverse,equity,us,not_specified
2436,2436,EWK,14.23,0.5,21280000.0,2.06,iShares MSCI Belgium ETF,AA,7.3,82.42,11.13,213.29,,21.22,True,,,44.0,96.0,Equity: Belgium  -  Total Market,8.4,1.94,8.59,14.23,5.9,1.19,5.67,,-1520000.0,4570000.0,2330000.0,-13340000.0,2023-07-25,standard,equity,europe,total_market
2437,2437,MOTG,9.81,0.52,21240000.0,2.53,VanEck Morningstar Global Wide Moat ETF,A,6.98,70.48,41.42,35.02,,19.78,True,D,75.0,53.0,78.0,Equity: Global  -  Total Market,4.49,5.78,10.61,9.81,8.86,,,,,3400000.0,70000.0,8960000.0,2023-07-25,standard,equity,global,total_market
2438,2438,EFNL,4.31,0.53,21220000.0,3.67,iShares MSCI Finland ETF,AA,8.57,99.8,97.47,253.45,,4.05,True,,,33.0,94.0,Equity: Finland  - Total Market,3.37,-3.96,-2.44,4.31,1.18,0.68,6.09,,3620000.0,5540000.0,6110000.0,-120000.0,2023-07-25,standard,equity,europe,total_market
2439,2439,REVS,13.43,0.19,21170000.0,2.6,Columbia Research Enhanced Value ETF,A,6.18,43.54,8.24,195.77,,9.82,True,C,87.0,47.0,86.0,Equity: U.S.  -  Large Cap Value,6.82,8.87,11.05,13.43,15.79,,,,,-3030000.0,-8430000.0,15920000.0,2023-07-25,standard,equity,us,large_cap
2440,2440,ROOF,-7.97,0.6,21140000.0,3.77,IQ CBRE NextGen Real Estate ETF,A,6.29,45.92,87.08,90.51,,,True,,,50.0,,Equity: Developed Markets Real Estate,8.63,5.92,6.93,-7.97,8.67,-0.75,3.1,,-3870000.0,-7800000.0,-9480000.0,-26010000.0,2023-07-25,standard,equity,dev_markets,not_specified
2441,2441,STXD,,0.35,21070000.0,1.88,Strive 1000 Dividend Growth ETF,,,,,,,,True,,,63.0,,Equity: U.S.  -  Large Cap Growth,5.04,7.94,10.17,,,,,1370000.0,9290000.0,17020000.0,19480000.0,19480000.0,2023-07-25,standard,equity,us,large_cap
2442,2442,MVRL,-15.61,0.95,21050000.0,,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN,,,,,,,,True,,,,,Leveraged Equity: U.S. Mortgage REITs,16.04,28.07,13.24,-15.61,5.2,,,,,,,,2023-07-25,leveraged,equity,us,not_specified
